date,title,abstract
2014-05-22,GE ready to extend Alstom offer until June 23: Le Figaro,"PARIS General Electric  is ready to extend its 12.35 billion euro ($16.87 billion) offer for the power business of Alstom  until June 23 from June 2 to allow further talks, French daily Le Figaro reported on its website on Thursday."
2014-05-22,GE ready to extend Alstom offer until June 23: Le Figaro,"PARIS General Electric  is ready to extend its 12.35 billion euro ($16.87 billion) offer for the power business of Alstom  until June 23 from June 2 to allow further talks, French daily Le Figaro reported on its website on Thursday."
2014-05-22,GE ready to extend Alstom offer until June 23 - Le Figaro,"PARIS, May 22 General Electric is ready to extend its 12.35 billion euro ($16.87 billion) offer for the power business of Alstom until June 23 from June 2 to allow further talks, French daily Le Figaro reported on its website on Thursday."
2014-05-22,Minister floats 'Plan C' French buyout option for Alstom,"PARIS, May 22 The French government is studying an all-French solution for Alstom that could involve public funds to strengthen the engineering group if no deal is reached with suitors General Electric or Siemens , Economy Minister Arnaud Montebourg said on Thursday."
2014-05-22,UPDATE 1-Market Chatter-Corporate finance press digest,May 22 The following corporate finance-related stories were reported by media:
2014-05-22,Market Chatter- Corporate finance press digest,May 22 The following corporate finance-related stories were reported by media:
2014-05-23,"Areva keen on Alstom's wind contracts, not its technology-source","PARIS, May 23 France's nuclear group Areva  would be interested in  Alstom's offshore wind turbine contracts but would use its own turbine technology rather than the engineering group's, a source with direct knowledge of the situation told Reuters."
2014-05-27,"GE, Siemens defend rival plans for France's Alstom","PARIS General Electric  and Siemens defended rival proposals to buy the power arm of Alstom  on Tuesday, both assuring France that its prized engineering firm would emerge strengthened, including in its remaining transport business."
2014-05-27,"UPDATE 1-GE, Siemens defend rival plans for France's Alstom",* Siemens to submit rail-power asset swap offer by June 16
2014-05-27,GE to make detailed commitments on jobs in Alstom deal: CEO,"PARIS General Electric  will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's  power arm, GE Chief Executive Jeff Immelt said on Tuesday."
2014-05-27,GE to make detailed commitments on jobs in Alstom deal -CEO,"PARIS, May 27 General Electric will make precise commitments to increase jobs in France as part of its efforts to seal a deal to buy Alstom's power arm, GE Chief Executive Jeff Immelt said on Tuesday."
2014-05-27,GE boss faces public Alstom grilling in Paris,"* GE has extended its bid, Siemens seen readying rival offer"
2014-05-28,GE strengthens hand in Alstom battle with pledge on jobs,PARIS General Electric (GE)  strengthened its position in the battle for the power arm of French group Alstom  on Wednesday with a pledge to create new jobs in France and recognition from Paris that it had made a more acceptable offer. | Video
2014-05-28,"GE pledges 1,000 new French jobs as part of Alstom deal: source","PARIS U.S. conglomerate General Electric  is committed to creating 1,000 industrial jobs in France within three years to seal a deal to take over Alstom's  power arm, a source close to the talks told Reuters."
2014-05-28,UPDATE 3-GE strengthens hand in Alstom battle with pledge on jobs,"* GE pledges 1,000 new French jobs as part of deal - sources"
2014-05-28,"GE pledges 1,000 new French jobs as part of Alstom deal-source","PARIS, May 28 U.S. conglomerate General Electric  is committed to creating 1,000 industrial jobs in France within three years to seal a deal to take over Alstom's  power arm, a source close to the talks told Reuters."
2014-05-28,"GE offer for Alstom has improved, French official says","PARIS, May 28 U.S. conglomerate General Electric's offer for French train and turbines maker Alstom has been improved, notably concerning the impact on jobs, an official at French President Francois Hollande's office said on Wednesday."
2014-06-04,"GE to sell Angola $1 bln of rail, energy equipment","LUANDA, June 4 General Electric (GE) will supply railway and energy equipment to Angola in a $1 billion deal financed by the U.S.-run Export-Import Bank (Ex-Im), officials and state-run media said on Wednesday."
2014-06-12,UPDATE 1-Hitachi says hopes to join Mitsubishi Heavy in bid for Alstom assets,* Hitachi exec calls Mitsubishi Heavy-Siemens joint bid 'great news'
2014-06-15,UPDATE 2-France pushes for concessions as Alstom bidding enters crucial week,* Finance minister expects improved GE offer for power arm
2014-06-15,CORRECTED-UPDATE 1-France pushes for concessions as Alstom bidding enters crucial week,* Finance minister expects improved GE offer for power arm
2014-06-15,French finance minister expects improved GE offer for Alstom unit,"PARIS, June 15 France expects General Electric  to boost its bid for Alstom's power unit in response to a potential joint offer from Siemens and Mitsubishi Heavy Industries, Finance Minister Michel Sapin said on Sunday."
2014-06-16,GE aims to fend off rival bid by negotiating terms with French government: source,"General Electric  wants to avoid a bidding war with Siemens  and Mitsubishi Heavy Industries  over Alstom , but it is talking to the French government about potentially changing non-price terms of the bid, a person close to GE told Reuters."
2014-06-16,GE aims to fend off rival bid by negotiating terms with French gov't-source,"June 16 General Electric wants to avoid a bidding war with Siemens and Mitsubishi Heavy Industries over Alstom, but it is talking to the French government about potentially changing non-price terms of the bid, a person close to GE told Reuters."
2014-06-16,UPDATE 6-Siemens and Mitsubishi challenge GE with Alstom offer,"* Siemens & MHI chiefs face French lawmakers on Tuesday   (Adds more on GE talks with French government, paragraph 23)"
2014-06-16,Fight for Alstom shows turbine market is alive and spinning,"PARIS In a world where power generation capacity growth is driven by solar and wind, the bidding war for France's Alstom SA shows big players believe turbines connected to coal, gas and nuclear plants will be spinning for decades to come."
2014-06-16,Fight for Alstom shows turbine market is alive and spinning,* Graphic-Alstom's sales and employees in transport and energy
2014-06-16,Factbox: Details of Siemens/Mitsubishi energy deal with Alstom,"Germany's Siemens and Japan's Mitsubishi Heavy Industries (MHI) presented a joint offer to France's Alstom on Monday that included 7 billion euros ($9.53 billion) in cash, challenging a General Electric bid."
2014-06-16,"Siemens, Mitsubishi to present Alstom offer on Monday - sources","MUNICH, June 16 German engineering group Siemens  and Mitsubishi Heavy Industries are expected to present their joint move on France's Alstom in Paris on Monday, challenging a formal offer from General Electric."
2014-06-16,PRESS DIGEST - Wall Street Journal - June 16,June 16 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.
2014-06-17,France tells GE and Siemens: Alstom proposals still not good enough,"PARIS The French government raised the stakes in the battle for engineering group Alstom on Tuesday, telling rival suitors General Electric and Siemens to come up with better offers. | Video"
2014-06-17,GE agrees on tentative value for train signal unit with Alstom: WSJ,"General Electric Co  and Alstom SA  have agreed on a tentative value for GE's train signaling unit, the Wall Street Journal reported, citing people familiar with the matter."
2014-06-17,UPDATE 4-France tells GE and Siemens: Alstom proposals still not good enough,"* GE, Siemens must both improve proposals -French presidency"
2014-06-17,GE agrees on tentative value for train signal unit with Alstom - WSJ,"June 17 General Electric Co and Alstom SA  have agreed on a tentative value for GE's train signaling unit, the Wall Street Journal reported, citing people familiar with the matter."
